,player,strengths,weaknesses,overall,Athleticism,Size,Defense,Strength,Quickness,Leadership,JumpShot,NBAReady,Rebounding,Potential,PostSkills,Intangibles,BallHandling,Passing
584,jarrell-brantley,"A potential small school sleeper … Undersized 4 with bounce and length … Has a nose for scoring … A good scorer off the dribble …  Understands how to advantage of mismatches down low in the post … He’s a solid shooter from the perimeter … Career 76% FT shooter showing very good touch for a post player … He’s great at scoring on off motion action plays … He’s a good rebounder, he grabbed 8.4 rebounds per game last season and averaged 7.9 over his college career … He’s a solid athlete with above average athleticism and explosiveness … For a player his size, he has tremendous strength … He’s good at defending his man on the perimeter as well as in the post … He allowed less than 1 point per isolation and post up plays … That versatility should allow him to get minutes in the NBA … Smaller power forwards like Paul Millsap have had success at the NBA level …","At 6’7, he’s small for the PF position at the NBA level … He’s a streaky three point shooter … Had a dip in shooting efficiency as a senior. He shot just under 33% from the three point line last season after hitting on almost 39% of them the season before … He doesn’t have an explosive first step off the dribble that he can blow by defenders with … He needs to work on his ability to set his teammates up with more accurate passes … He averaged more turnovers than assists during his college career, though his role as a scorer and level of talent surrounding him factored into that … He may have some trouble defending the perimeter, on pick and pops, against quicker players due to his lack of great footspeed and quickness … He didn’t play much against top level competition in college … He needs to work on his defense when his man doesn’t have the ball … Has shown a tendency to lose his man off the ball … Turned 23 in June …",89,8,6,8,8,7,8,8,8,8.0,6,7.0,7,,
585,jarrett-allen,"When looking towards the next level, Jarrett Allen’s size and length are some of the first things you notice when he’s on the court. Standing 6’10.5’’ in shoes, possessing an elite 7’5.5’’ wingspan, and a 9’2.5’’ standing reach, Allen’s ability to haul in rebounds will be one of his calling cards in the NBA … Through 22 games into his college career, Allen is pulling in a very respectable 8.4 rebounds per game, which includes a 2.9 split for offensive boards … His length, really allows him to get well above the rim with minimal effort … He’s also turned up his productivity during conference play, as he adjusts further to the NCAA game … Through 8 Big 12 games, Jarrett is pulling down 11 rebounds per game, which also included 3 straight double doubles in early Jan. Allen’s length will also allow him to protect the rim at the next level … He’s not an elite shot blocker, although good (1.6 bpg), but as he adds weight and experience, he has the ability to become a deterrent in the paint in the NBA … His immense length makes up for some deficiencies moving laterally, and he’s shown the ability to hedge successfully while defending pick and roll situations … Due to Shaquille Cleare playing the center for the Longhorns, Allen has actually played this season at the 4 spot for Shaka Smart … Allen’s ability to shoot in the mid range allows this, and it’s a nice piece of his offensive game when looking towards the NBA … Jarrett has a nice touch out to 12 feet, and good hands that allow him to catch passes around the rim, and finish at a good clip (68% at the rim according to hoop-math.com) … This foundation at such a young age make it reasonable to project him as being a player in the pick and pop game, as well as a solid roll man … His FT percentage is just 60%, but again, as he’s gained confidence throughout the season, he’s seen this element of his game improve. During Big 12 play, Allen is shooting 75% on a pretty decent 4.5 attempts per game. I wouldn’t go as far to say Jarrett projects as a high level offensive talent in the NBA, but his shooting touch gives him far more potential than many bigs his size who rely on athleticism alone to get buckets … Allen is a pretty good athlete as well … He’s a fast player for being near 7 feet tall, and is already 235 pounds. He appears to have the frame to add muscle, which he will need to do going forward.","Jarrett Allen has good end to end speed, but he’s not particularly quick laterally, and possesses a bit of an awkward gate, as he hunches over when he runs … This is not particularly a huge issue, as I feel it could be corrected and improved as he gains strength and improves his conditioning … Allen still brings the ball down too much in the lane, which can lead to being stripped, and when he executes offense in the post it is often very slow and robotic … He’s very much a work in progress on offense, and despite his size and length advantage at the NCAA level, the game still appears to be pretty fast for him, and he doesn’t handle double teams well, nor instances in which he is heavily pressured … He is a solid passer in terms of knowing where to put the ball, but he often turns the ball over when defenders dial it up a notch … He’s also not the greatest in terms of boxing out, he’s good at picking the right spot, but is often muscled out by stronger players …",92,8,8,7,7,8,8,7,7,8.0,9,7.0,8,,
586,jarrett-culver,"After playing a supportive role at Texas Tech as a freshman, Jarrett Culver has quickly shot up draft boards as a sophomore by displaying a great all around floor game … At 6’6” Culver displays the size to play both the two and three spots at the next level, and with solid athletic ability and length … Offensively he’s paced the Red Raiders all season with 18.5 points per game (which is 25.3% of TTU’s offensive output) as well as acted as primary distributor and ball handler … Throw in his 3.6 assists per game, and he’s directly involved in over 35% of Texas Tech’s scoring plays … His all around offensive game makes him a multi-dimensional scorer as he has a fundamentally sound high arching shot in which he needs to be respected from beyond the arc, as well as being able to pull up from the mid-range … Culver’s footwork and hesitation moves on the perimeter are terrific as well, and will directly translate to the next level … He’s great at drawing his defenders off balance, and has a great array of moves once he gets in the lane … Jarrett also displays a high basketball IQ, and the ability to make a play when his team needs one the most … Playing in such a defensive oriented system in college, Culver has great defensive instincts, quick hands, and displays good effort … He’s an above average rebounder for a 6’6” guard (6.3 rebounds per game) and off a defensive miss or a steal, he’s a tough matchup in fast break situations due to his good passing ability … He projects as a plus defender in the NBA.","Culver’s weaknesses are mostly things that can be improved with continued growth as a player … Right now his 3 point shot is worth keeping his defender honest at the college level, but he’s going to need to continue to hit the gym to become a high level long range shooter in the NBA … Can also stand to tighten his handle as he makes the leap to the next level … He’ll also need to continue to work on his body … Culver’s 195 pound frame will get pushed around by larger NBA two guards and small forwards, though he does have solid legs as a base … He doesn’t have the elite run/jump ability to make up for this at this point either … At 6’6” his height is good for a swingman being considered at the top of the draft, but not elite … He just needs to continue to develop at the same pace he’s done from his freshman to sophomore years … Jarrett has a very NBA translatable offensive game, and a lot of his weaknesses can be improved upon in the gym.",93,8,7,8,8,8,8,7,8,,8,,8,7.0,8.0
587,jarrius-jackson,Possesses a great first step to get penetration to the basket. Once there he shows the body control and upper body strength to finish Defensively Jackson shows good lateral quickness Gets a good number of steals playing the passing lanes Has legit three point range with consistency His quick release allows him to get his shot off Tough minded player who doesnt back down from challenges Plays the game with great poise and maturity Really uses his quickness well in transition where he finishes with regularity Over the course of four years Jackson has developed a great basketball IQ Because of this Jackson usually makes great decisions on the court Does a good job of using his strong body to create contact in the lane and draw fouls from opposing defenders Excellent free throw shooter Clutch player who will not shy away from taking the pressure shot Ball handling ability is nothing spectacular but reliable,One of Jacksons biggest drawbacks is that he is a tweener Hasnt shown the ability to create scoring opportunities for his teammates Doesnt have the superior court vision nor creativity which makes his ability to play the point guard position in the NBA questionable Lacks the size and top level athleticism to handle the shooting guard position Defensively he isnt a standout perimeter defender Doesnt always move around without the ball in his hands Settles too often for shooting from behind the three point line instead of taking it to the basket Doesnt really look to utilize shooting from mid-range Shot selection while improved can be questionable,85,6,6,7,8,8,8,8,8,,6,,7,7.0,6.0
588,jarrod-uthoff,"Versatile forward who has the length of a 4 but the skillset of a 3.  With a near-7 foot wingspan, Uthoff has incredible length for a perimeter player…Great jump shooter from all parts of the court.  Shot 38% from 3 last season…Solid defender due to his length and instincts.  Perhaps the nation’s best perimeter shot blocker last year, and ended up averaging 2.5 BPG.  Also proved to be disruptive in passing lanes…Smooth finisher who does a decent job of getting to the rim and also creating shots for himself in the mid-range…Great fadeaway jumper that he used with great success when he was unable to get better looks…Very efficient.  Very limited number of turnovers and bad shots…For his size, Uthoff is a very good ballhandler…Also shows good passing ability for a player his size…Solid athlete who can finish above the rim from time to time…Can create matchups problems when guarded by a traditional power forward on the outside, or when he gets the opportunity to post up on a traditional small forward…Crafty veteran player who finds a variety of ways to score…Very solid free throw shooter at 82%…Veteran prospect at age 23 who should come in and make an impact right away…","Not quite quick or strong enough to take the ball to the hoop on NBA defenders…lacks of great foot speed and explodiveness limits his ability to utilize his ball skills…Thin frame, may get pushed off the block easily…Not strong enough to guard a 4 and lacks the lateral quickness to stay in front of most NBA small forwards…Reliant on tough shots to score.  His “junk baskets” will be a lot more limited against NBA size inside…Already 23 years old, Uthoff is about as developed as he’ll ever be as a prospect…Not an incredibly comfortable or effective ballhandler for someone who will end up mostly playing on the perimeter…Lacks much of a post game…",87,7,9,8,7,7,7,8,8,7.0,6,6.0,7,,
589,jarvis-williams,"Undersized PF who does his best to make up for it with effort and strong run/jump athleticism … While he weighs in at under 220 lbs, he is a big time fighter on the glass and in the low post … Has an ability to get really low on box outs, great timing and attacks the ball … Knew his strengths and took mostly good shots, shot over 60% FG during his two years at Murray State … Runs the floor really well, was incredibly effective in transition and works to beat his man down the floor … Very good at getting behind the defense and finding open space on the floor to make the cut … Good hands, finishes quickly and really hard to stop once he is given a step to the hoop … Finished a lot of plays above the rim, quick leaper given his size and definitely embraces contact … Uses his body to provide space in the post, has fairly wide shoulders … Provides nice help defense, with some weak side shot blocking ability … Got to the FT stripe at a high rate … Cut his turnovers down quite a bit, played more under control … Played 31.7 mpg in college, was ready to contribute as soon as he got there and appears to be a hard worker …","Bigger post players gave him a lot of difficulty defensively and also seems to have issues with quicker perimeter forwards … Slow release on jump shot, quite unorthodox and does not seem to have much value stretching the floor … While strength was not a major issue in college, he would have a very hard time matching up with NBA PF’s, will need to add some girth … Ball skills are not great, was not asked to do much off of the dribble and was not much of a playmaker … Was not much of a factor in the pick-and-roll in college, did not have great success as a roll man … Much better over his strong shoulder in the post … A 66.3% FT shooter, not terrible, but not exactly eye opening … Had hits to both his blocked shot total and defensive rebounding as a senior … Not incredibly quick laterally, had a tough time when covering the ball … Was not as efficient in OVC play as a senior, plus Murray State played a rather soft non-conference schedule, tough to gauge him against top level competition …",86,9,7,7,7,7,7,6,7,8.0,6,7.0,8,,
590,jason-preston,"Preston is a tall, rangy 6’4 180 PG prospect who has the lengthy frame (6’8 wingspan) to comfortably add more strength…Good agility, more of a “gliding” athlete but did himself a favor measuring with a 38” max vert at the NBA Combine…A creative and unselfish playmaker, Preston’s patient feel for the game, basketball IQ and crafty passing skills easily stand out when watching him play…Given his size at the lead guard spot, he has excellent court vision and the ability to whizz passes to open teammates from all over the court…Extremely productive operating in pick and roll offense, showing great timing with his passes while also being a threat to knock down shots when defenders go underneath screens (39% 3FG as a Jr.)…Also used pick and roll offense to have success calling his own number, getting to the paint and converting or in the mid range where he shows a promising floater…Uses his long-striding speed, the threat to make a quick pass and a nice command of hesitation dribbles to turn the corner well…Adept at manipulating defenders to create passing windows, often tilting or freezing the defense off the dribble and then making accurate dump-offs for high percentage plays…Keeps his head up and makes good decisions to create easy baskets against hard hedges, where his size and timing as a passer really shows most…Nice shooting touch and has range to the NBA 3-point line off the dribble and with his feet set, confidence grew with each year he spent in college…Uses his body to shield smaller guards in the lane well, keeps defenders on his hip to create lanes to score or collapse the defense and find the open man…Would be fun to watch in an up-tempo system, given his instinctive hit-aheads when the defense isn’t set and ability to make flashy passes…Efficient scorer at Ohio, shot above 50% from the field in each of the past 2 seasons…Used his size to make very good contributions on the glass (7.3 rpg as a JR, 5.6 rpg for his career)…Not afraid to use his length and instincts to jump passing lanes and come up with steals/deflections (1.5 spg as a Jr.)…Played at a mid-major school, but had a few standout performances when he played big stage games (near triple double in NCAA tourny win against Virginia, 31 point, 8 assist/0 turnover game against Illinois)…A late bloomer, who has an inspirational story given the unconventional way he became a college basketball star and now NBA draft prospect","Not a very sudden athlete, doesnt have much in the way of a 2nd gear or explosiveness…A great pick and roll player, but he is heavily reliant on it to operate and doesn’t really get into the teeth of the defense much without the help of a screen…Settles for low percentage fadeaways and runners at times because he doesn’t get consistent separation from defenders off the dribble…Lack of foot speed and lateral quickness are evident defensively, had some struggles denying penetration in college and doesnt project to handle pro guards who are quick off the dribble very well…A ball-dominant player who can at times be turnover prone, overdribbling into bad spots occasionally and he has a tendency to leave his feet when make passes…Not very strong at the moment, mostly shows when forced to fight through screens or finish through contact near the rim…Had some success as a scorer in college, but isn’t a natural shot creator for himself and clearly is more of a facilitator….Pretty right-hand dominant, can be less effective when forced to drive and finish with his off hand…Not afraid to make defenders pay when they play off of him, but is a bit inconsistent shooting off the dribble…Has a limited sample size against top competition, didnt always face the kind of athletes he will see on the pro level on a game-to-game basis…Some of the bad habits he has developed fundamentally playing against lower level competition will be taken advantage of more consistently as the speed of the game increases (ie leaving his feet to pass, high gravity defensive stance, sluggish closeouts)",89,6,8,7,6,7,8,8,7,,7,,8,8.0,9.0
591,jason-smith,"7-footer who shows solid mobility, able to run the court with no problems Active player who constantly works the blocks to get open Has developed into an above average rebounder Underrated post passer who does a good job of recognizing double teams and reacting to them Fundamentally sound player with few bad habits Does a good job of keeping the ball high and not putting it on the floor after receiving the ball For his size Smith is an adequate ball handler Once Smith gets position in the post he makes his body wide giving his guards a bigger target Great post footwork, and moves with good fluidity Offensively he has range out to 18 feet when facing the basket Excels at taking advantage of size mismatches Back to the basket skills are still developing but have improved greatly Owns a nice turnaround jumper in the post Mobility allows him to be a sufficient help defender Shows good touch around the basket where he is a solid finisher Better athlete than he’s given credit for as he is more than capable of getting off the floor quickly Does a great job of creating contact and getting to the free throw line","Back to the basket moves have greatly improved but are still very much a work in progress Needs to continue to add more upper body strength Struggles to establish position against physical defenders as he can easily get pushed off the blocks Rebounding has improved greatly this year but he needs to focus on boxing out better Doesnt always finish strong after absorbing contact Above average shot blocker in college but likely will not be as fortunate in the NBA Will need to upgrade his foot speed while adding weight, which could be a challenge Athletic opponents tend to frustrate him defensively on the perimeter Needs to take care of the ball better when making offesnive moves Doesnt shy away from contact but certainly does not seek it out Lacks the killer instinct to consistently dominate games",93,8,10,7,6,9,7,8,7,7.0,9,8.0,7,,
592,jason-thompson,"Post forward with excellent length and versatility … Though he’s already a senior, he has a developing skill set and shows a lot of upside … A late bloomer who despite playing at a mid-major has lottery pick potential … Terrific foot speed allows him to hold his own on the perimeter on both ends of the floor … Has great fluidity and athleticism and inside/outside skills … Good touch on his shot with consistent range out to 12-15 feet … Has some polished post moves including a nice jump hook … A marvelous passer for a 6-10 guy with vision and good decision making. Has a 1:1 a/to ratio, which for a post player is excellent … Rebounds the ball well … Quality defender. A factor as a shot blocker with his quick leaping ability and timing … Can handle the ball in both the half court and full court … Has the ability to face the basket and take bigger players off the dribble … High character guy. Plays with a high motor, great attitude and eager to improve. … Hard worker who has shown steady improvement throughout his college career … Averaging 20 and 10 for his second consecutive season in college …","Needs to become stronger and tougher inside … He has the frame and ability to play inside but will need to improve on those skills for the next level … He’ll need to improve on his leg strength to better fight for positioning … Must become better at using positioning for rebounds instead of relying strictly on his athleticism over less athletic, smaller players … Playing in a lower level conference makes him a tougher sell. Level of competition has not been great playing at Rider in the MAAC, he’ll have a bigger adjustment in level of competition, thought he has performed very well when facing top level competition … His free throw shooting while solid over his career has trailed off (55%) as a senior …",94,8,9,9,6,8,7,8,8,8.0,9,6.0,8,,
593,javale-mcgee,"Long athletic bigman who is absolutely bursting with potential Runs the floor exceptionally well Improving at a rapid pace on both ends of the floor. Has freakishly long arms: around a 7-6 wingspan which makes him a great rebounder and shot blocker Can really become a force defensively when he adds strength and discipline on opponent’s shot fakes His length makes it extremely difficult for opponents to get shots over His offensive game is showing a lot of promise with developing back to the basket skills. He even shows some ability to face the basket and make drives or spot up Has a competitive spirit that is not apparent in many bigmen who picked up the game because of their size. A late bloomer who went underrecruited out of Chicago. McGee’s parents were both professional basketball players so he has been around the game from a young age Shows solid form and touch on his shot Has a tremendous frame which should allow him to get much stronger and retain his great agility and athleticism Gives great effort and shows very good stamina for a bigman his age Added strength will give him better balance and make him a lot more effective imposing his will inside Has the potential to be a top 5-10 center in the league someday (if he’s patient about entering the NBA) Has even shown the ability to knock down shots from college 3, no question influenced by the presence of","Still must gain maturity. He gets frustrated far too easily and loses his composure quickly when calls go against him, or when he’s struggling Still growing into his body and game, learning what he’s capable of and steadily becoming a factor night in and night out Needs to develop some go to moves. A reliable jump hook would make him an absolute force Must improve from the free throw line (50% won’t cut it). He has solid shooting touch and should be able to raise his FT shooting to at least 70-75 percent over time if he develops a consistent routine and works at it Should be wary of leaving school early. It’s likely he would be a first rounder this year, but a third year in college would really help him in the long run as he would be much better prepared for the NBA and not run the risk of losing confidence and falling short of his full potential",94,8,10,9,6,9,6,8,6,8.0,10,7.0,7,,
594,javaris-crittenton,"Tremendous combination of size, athleticism and playmaking ability … Quick first step … Excellent vision and passing skills … His size allows him to see over defenders and make passes that the average 6-2 PG could not … Shows great heart, very competitive. Wont back down from a challenge … Very quick, an elite level athlete … Loves to dunk on players … Excellent body strength … Rhythm shooter, with good slashing and scoring ability … His huge hands give him excellent control of the ball … Very unselfish player … Excellent foot speed, overall quickness and effort makes him a tough defensive player … Works hard to improve his game, very coachable … Has a great attitude, confident but not cocky …","Needs to improve upon his outside shot, which is solid but can improve … Can be too unselfish at times trying to get everyone involved when he is the top scoring option … Can be too aggressive defensively and get caught reaching, picking up unnecessary fouls … Needs to prove himself on the college level. Become a great decision maker and learn to lead a team on the next level …His ability to play the point guard position is very good, but he can continue to improve upon dictating tempo and learning the nuances of the position …",92,9,9,7,8,8,7,8,6,,9,,7,7.0,7.0
595,javonte-smart,"6’4.5 combo guard … Good length for position with a 6’7 wingspan and 8’3.5 standing reach … Good strength and frame … Gels well with other guards, as he can play either guard position with a good balance of scoring and distributing, also playing on and off the ball … Unselfish and good court vision … Averaged 4.2 assists per game over the Nike EYBL, three per game at the NBPA Top 100, and 3.2 per game at adidas Nations … Aggressive mindset. Stays in attack mode … Can score from anywhere on the floor … Averaged 15.1 points per game while shooting 46.4% from the floor over the Nike EYBL. Shot 45.8% from the floor at adidas Nations. Shot 40% from three over the Nike EYBL and 43.5% at adidas Nations. Can shoot from NBA three and improved his outside shooting his senior year as well as shooting off the dribble. Only needs a little bit of space to get his shot off … Good ball handler. Creates offense in the half court against a set defense. Good slashing ability and can get to the rim off the dribble. Does a great job of drawing the help defense and finding the open man. Avoids traps … Changes speed with the ball and uses hesitations … Patient and stays poised under pressure. Doesn’t favor a side when driving … Quick first step and natural penetrator … Reliable free throw shooter, shot 80% from the line over the Nike EYBL and 81.8% at adidas Nations … Good defensive potential … Solid length combined with anticipation and intensity on the ball … Averaged 1.1 steals per game over the Nike EYBL and at the NBPA Top 100, and one per game at adidas Nations …","Solid athlete but isn’t incredibly explosive … Doesn’t finish much above the rim … Solid passer but can improve upon his lead guard skills and as a floor general … Good assist count but can cut down on the turnovers with 2.6 per game over the Nike EYBL and 2.1 per game at the NBPA Top 100 … Needs to protect the ball better when dribbling in traffic … Can be loose with his passing … Can improve his midrange game, generally takes threes or goes all the way to the rim. Could use a floater more often … Fearless driver but isn’t consistent finishing around the rim in traffic …",88,7,9,8,7,8,7,8,6,,7,,7,7.0,7.0
596,jawun-evans,"After a promising freshman season cut short by injury, Jawun Evans came back and further established himself as both a dynamic scorer and distributor in the college ranks … Evans really has a good understanding of operating in the pick and roll, as well as artfully using screens to get a good shot … His ability to run an offense, understand spacing, and create for others will directly translate to the pro game … Jawun is also a strong shooter who hit 38% from deep during his sophomore campaign … His 81% clip from the free throw line, as well as a 48% percentage as a freshman paired with good mechanics and on court smarts would lead me to believe he will continue to improve from beyond the arc … His 19.2 points per contest were achieved on a variety of shots as well … Evans can get to the hoop, operate in the mid-range, and get out in transition. He also has a nice array of floaters and is good at creating space between defenders in order to get attempts up over shot blockers … While not an elite athlete, he is extremely quick and has pretty good lift … A glass half full observation would mention his 6’4’’ wingspan, which is helpful considering his small stature … Evans 6.4 assists per game lead the Big 12 this past season, and he did so with a pretty solid 2.28 assist to turnover ratio … Quick hands, and good anticipation also allowed him to rack up 1.8 steals per game as a sophomore … Evans has showcased the ability to take over games … He went for 25 or more points 8 times this past season did so without sacrificing his distribution duties … Jawun can be streaky as well. When he’s rolling he proved to often be too much to handle at the college ranks, and he does enough outside of scoring he’s still a valuable asset when his shot isn’t falling …","Defensively Evans will have trouble at the next level … While 5’11.5’’ in shoes he does sport a nice wingspan, but he’s not overly strong for his size, nor is he an elite athlete … His effort is a plus, though, but he’ll be easy to shoot over in the NBA … Like many smaller guards, he also projects to struggle in the lane … According to hoop-math.com he shot just 50.4% at the rim against big men that will be much smaller and less athletic than their NBA counterparts … He didn’t enjoy the most efficient sophomore season … It should be noted that he carried a massive offensive load for the Cowboys, but 43% shooting in the NCAA isn’t a good clip, and things don’t get any easier in the NBA … A better shooting freshman season would give hope to turning things around when he’s not expected to shoot 15 times and be the primary ball handler and distributor, but he’ll also be playing against tougher competition …",92,8,6,7,7,9,8,8,7,,8,,8,8.0,8.0
597,jaxson-hayes,"Blessed with tremendous size and length, Jaxson Hayes’ physical tools are probably some of the most obvious traits that jump off the page when projecting him for the next level … Standing 6’11” and sporting a 7’4” wingspan with massive hands and a frame that should easily be able to build from his current 220 pound weight … Hayes also pairs this with fluid athleticism and end to end speed … At Texas this length and athleticism allowed him to protect the rim at an elite level … While only playing 23.3 minutes per contest, Jaxson blocked 2.2 shots per game (3.77 per 40 minutes) and altered a significant amount of potential shots, something that doesn’t show up in the stat column … These physical traits should translate to the next level and make him a legit NBA rim protector … Hayes’ mobility also allows him to hedge well during pick and roll defense, and not be limited to a lane clogger on the defensive end …  His defense is probably his calling card at this point in his development, but Hayes has offensive appeal as a rim runner/lob target as well as a player with a track record of finishing around the rim … According to hoop-math.com, Hayes shot 86.7% on his shots around at the rim and 72.7% of his shots overall … His massive hands also make him a high level lob target who can grab just about everything in his vicinity … He’s also a pretty solid offensive rebounder (1.8 orpg) and can be respectable collecting misses … He certainly plays within his limits on offense, but a surprising 74% FT percentage and solid mechanics on his shot gives him some upside in the face up game … Jaxson is also the son of an NFL tight end, and knows what kind of dedication it takes to be a professional athlete, which also bodes well for his development as a player …","While Hayes possesses a great frame, he’ll need to continue to not only add muscle to ready himself for the next level, but also work on his toughness … While flying though the air, and catching lobs using his finesse, he’s quite comfortable, but more physical players got under his skin and he often faded in effectiveness when being bodied up on both offense and defense … Gaining that edge may mean the difference of him being a serviceable NBA defender to one who excels … Like many young big men, Hayes is also foul prone … The game is still a little fast for him, and hopefully as he develops he’ll be able to cut back on ticky tack fouls … He’s not a particularly good passer either, and only tallied 9 assists all season for the Longhorns … Because he’s likely far away both skill and body wise from being a NBA contributor, a team is taking the risk that he doesn’t produce much offensively before his first contract is up …",93,9,9,9,7,8,7,7,6,8.0,9,6.0,8,,
598,jay-scrubb,"6’6 left-handed scoring guard … Good length with a 6’9.5 wingspan … Explosive athlete and thrives in transition, especially as a finisher. Can jump off one or both feet and had more than a few big dunks throughout the year. Effective hesitations. Very good slasher and gets to the rim off the dribble. Attacks the rim with aggression and displays athleticism well in the half-court with good body control. Draws fouls at a good rate and shot 7.4 free throws per game as a sophomore … Quick step with the ball. Finishes well at the rim when he doesn’t dunk … Gets to the middle almost at will where he can rise up to shoot or dump off to the open man underneath … Good ball handler and creates off the dribble. Shows ability to lead in transition, handling the ball at an increased speed and where his playmaking was at its best. Good scoring ability especially in isolation situations. Can get hot and score in bunches. Shoots well from midrange and three as well as off the catch or dribble. Good elevation and control on pull-ups. Shot has good rotation and arc, only needs a little bit of space to get it off. Quick release … Very good touch on floater/jump hook, uses glass when appropriate … Averaged 20.2 points per game at 54.9% FG% as a freshman and 21.9 points per game at 50.1% FG% as a sophomore … Good rebounder for position and had a few tip slams throughout the year. Averaged 8.9 rebounds (2.7 offensive) per game as a freshman and 6.8 per game as a sophomore … Good on ball defender when committed and lateral quickness. Showed ability to pick the ball handler and jumps passing lanes to lead to fast break opportunities. Averaged 1.1 steals per game as a freshman and 1.4 per game as a sophomore … Quick to leap when closing out on shooters and covers more ground than he would appear. Solid shot blocking ability for a guard. Averaged 1.6 blocks per game as a freshman and 0.9 per game as a sophomore. Draws charges … Solid passing ability. Knows how to bait the help defender and find the open man. Shows some ability as a pick and roll ball handler. Occasionally makes impressive lead and alley-oop passes … Solid strength … Owns up to mistakes and doesn’t point fingers. Never carried a “too good to be playing at the JuCo level” attitude. Charismatic off the court, coachable, and likeable teammate … Young for his class as he turned 20 on September 1","Although he showed progression in the second half of the season, he can have tunnel vision and over-dribble at times. Sometimes brings the ball up the floor and settles for a contested shot. Tries to do a lot with the ball in traffic, dribbling into multiple defenders. Relies on talent at times on drives, attacking without a plan which will be less reliable at the next level. Settles for contested shots in the pick and roll and can be too quick with the trigger as a 3PT shooter. Has to find that balance of playing assertive while maintaining smart shot selection. Sometimes he shoots without being squared up, looking uncomfortable with a bit of a staggered stance. 3PT success decreased from freshman to sophomore year, shooting 46.4% 3PT% on 3.7 attempts per game as a freshman to 33.3% 3PT% on 4.2 attempts per game as a sophomore … Not a bad free throw shooter but it also decreased from freshman to sophomore year, shooting 79.1% FT% as a freshman to 72.7% FT% as a sophomore … Unselfish and not a bad passer but playmaking can still improve, as he ran the point in spurts. Naturally, reads the game as a scorer rather than playmaker. Although he did show improvement in the second half of the season, he didn’t have a high assist count and can work on limiting turnovers. Averaged 1.5 assists to 2.3 turnovers per game (0.7 A/TO) as a freshman and 2.7 assists to 3.1 turnovers per game (0.9 A/TO) as a sophomore … Occasionally he finishes with his right hand but overall, he favors his left hand on drives … Spaces the floor well but could move more off the ball … Can commit more on the defensive end. Can stick to his man better when defending off the ball, as he can lose track of him once the ball gets moving and he gets caught chasing behind screens. Gambles, picks up a lot of fouls reaching and gets beat biting on pump fakes. Doesn’t give the same effort on the defensive end as he did on offense … Although he was always the most talented player on the floor, he didn’t necessarily pop out as a leader. Still has a way to go in making his teammates better … Doesn’t face the same caliber competition each night like the majority of his peers, playing against freshman and sophomore JUCO competition …",89,8,8,7,8,8,7,8,7,,8,,7,7.0,6.0
599,jaycee-carroll,"One of the top pure shooters in the college game … Has the ability to spot up and shoot with tremendous range … Also shows a solid ability to score off the bounce creating offense for himself against quality defenders … Very competitive and clutch player … An underrated athlete, can get up and dunk when the occasion arises, although he’s never going to be confused with a physical freak … His age is more of a negative than positive, but at 24 years of age, teams appreciate the fact that he’s emotionally mature and more ""NBA ready"" than the average draftee … Hard worker who keeps himself in tremendous physical condition (averaged 36 min per game as a junior) … 88% free throw shooter is truly at an elite level … Really hustles and fights for rebounds, leading the entire team at 6.3 rpg as a junior …","Size creates a big hurdle for him … Strictly a 2-guard, he lacks any real point guard skills despite solid passing and ball handling ability … At 6-2, it’s hard to imagine him as more than a role shooter on the NBA level … His size will obviously create match up problems at the 2-guard position as the average 6-6 SG on the NBA level will be able to exploit him shooting over him or posting him up … He’ll be 25 on draft day having gone on a 2 year Mormon Mission. While he’s not seen as an athletic freak with physical attributes left to develop, his age suggests he has less upside left to tap … At 175 pounds, he lacks a great NBA body, adding some strength would be a plus but it’s unlikely he can add much at his age …",86,7,5,6,6,7,8,10,9,,6,,8,7.0,7.0
600,jaylen-barford,"Barford is a bulldog as a combo guard … A compact and sturdily built 6’2 player, he is not afraid of contact and projects as a tough defender … Made great strides as a shooter this past season, going from 26% to 43% from deep in only a season while nearly doubling his attempts … Has consistent mechanics and shoots with more confidence than previously … Projects as more of a spot-up shooter, but can make simple pull-up shots off the dribble … Decisive, does not really wasted time when the ball is in his hands … Adequate athletic ability…Plays a simple and effective game, prefers to go north and south on his slashes and is generally prepared to fire when he gets the ball on the perimeter with space and his feet set … Has the potential to be a good defensive player, and generally shows effort and physicality with his matchups … Lets the game come to him … Has a workmanlike type of approach as a player, not much flash but the type of player that a coach will appreciate…Helped his case by playing well in Portsmouth after the season …","Barford was mostly an off-ball player in college, and at 6’2 does not have much in the way of lead guard skills … Definitely more of a scorer than a playmaker for others, and does not have a natural feel for dictating the flow or pace of a game … Offers little length to compensate for his underwhelming size, and is nothing special in terms of explosiveness and quickness … Pretty bland skill set and lacks creativity, doesn’t particularly stand out in many areas at all … Ball-handling skills are average for a guard prospect…Not likely to be an efficient finisher around the rim against NBA-level competition …Will settle for contested jump shots too easily at times",85,7,6,7,8,7,8,7,7,,6,,8,7.0,7.0
